Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\24-104\24-104_DIA_7.d	H:\24-104\24-104_DIA_8.d	H:\24-104\24-104_DIA_9.d	H:\24-104\24-104_DIA_10.d	H:\24-104\24-104_DIA_11.d	H:\24-104\24-104_DIA_12.d
orf19.1619	orf19.1619	orf19.1619	orf19.1619		26398.4	20094.9	23288	21735.9	37975.1	46361.7
orf19.1621	orf19.1621	GPA2	GPA2		38380.7	38793.8	40494.8	47374.5	40089.2	45427.2
orf19.1622	orf19.1622	YCG1	YCG1		19238.2	19267.5	22471.3	19592.9	20161.6	26348.9
orf19.1623	orf19.1623	CAP1	CAP1		82120.6	87145.3	82003.2	192154	193820	185168
orf19.1624	orf19.1624	orf19.1624	orf19.1624		15651.2	11262.8	12935.2	8059.14	11001.2	13502.2
orf19.1625	orf19.1625	orf19.1625	orf19.1625		81444.1	62981	86175.3	47418.1	42286.8	39362.9
orf19.1626	orf19.1626	orf19.1626	orf19.1626		228455	212645	232400	95725.1	95965.9	93294.9
orf19.1628	orf19.1628	LAP41	LAP41		318495	342242	339668	641714	653659	644224
orf19.163	orf19.163	PAN6	PAN6		76283.4	78664	75796.2	42970	36114	40108.8
orf19.1630	orf19.1630	orf19.1630	orf19.1630		114187	101579	110637	177918	183113	161823
orf19.1631	orf19.1631	ERG6	ERG6		335274	266709	297254	118857	77536.5	94031.5
orf19.1632	orf19.1632	orf19.1632	orf19.1632		13617.4	12788.3	12562.2	15289.4	16515.2	17812.1
orf19.1633	orf19.1633	UTP4	UTP4		37663.9	36137.8	40607	24186.7	33963.4	32158.6
orf19.1634	orf19.1634	orf19.1634	orf19.1634		9088.61	10374.9	3137.13	4664.92	4652	12171.6
orf19.1635	orf19.1635	RPL12	RPL12		1.11946e+06	1.05486e+06	1.14089e+06	647398	541603	575446
orf19.1636	orf19.1636	STE50	STE50		9708.32	12298.5	12140.1	13753.8	10953	12224.5
orf19.1637	orf19.1637	orf19.1637	orf19.1637		31290.7	29326.1	28330.2	39895.4	35501.8	43210.7
orf19.1638	orf19.1638	orf19.1638	orf19.1638		2759	2384.78	2871.88	2744.66	4200.85	4966.92
orf19.164	orf19.164	orf19.164	orf19.164		52497.5	46367.7	45288.6	38179.9	35428.6	41858.7
orf19.1641	orf19.1641	orf19.1641	orf19.1641		645.96	1150.63	1406.27	8120.24	5843.83	5311.03
orf19.1642	orf19.1642	orf19.1642	orf19.1642		48707.2	36066.8	20818	11833.4	10894.9	10536.5
orf19.1643	orf19.1643	orf19.1643	orf19.1643		610.185	582.905	1008.7			
orf19.1646	orf19.1646	orf19.1646	orf19.1646		34603.8	34796.1	39642.5	23371.6	27960.9	32700.7
orf19.1648	orf19.1648	RAD50	RAD50		50249.4	50804.4	49370.5	105618	109388	126378
orf19.1649	orf19.1649	RNA1	RNA1		223820	236099	182865	225245	216830	314101
orf19.1650	orf19.1650	TOM6	TOM6		4517.45		4730.88	6089.43	5778.53	4715.37
orf19.1652	orf19.1652	POX1-3	POX1-3		68549.4	51176	49352.6	37804.4	58610.4	71553.9
orf19.1655.3	orf19.1655.3	orf19.1655.3	orf19.1655.3		166.18		117.71	846.199	3967.91	2533.23
orf19.1658	orf19.1658	orf19.1658	orf19.1658		142285	153519	158121	148830	163349	121935
orf19.1659	orf19.1659	ALG8	ALG8		10152.9	8153.11	11279.4	6993.75	10273.1	14047
orf19.166	orf19.166	ASG1	ASG1		18157.1	14232.6	17208.5	10398.3	11144.5	15204.7
orf19.1661	orf19.1661	DBP5	DBP5		207276	176515	176377	118667	152125	176591
orf19.1662	orf19.1662	orf19.1662	orf19.1662		91553.8	108141	105262	53760.7	47409.2	38888.4
orf19.1663	orf19.1663	MNT2	MNT2		57515.6	51320	51367.9	31412.4	32002.3	30564.6
orf19.1664	orf19.1664	orf19.1664	orf19.1664		49243.6	42079.8	48373.6	10061.4	9250.26	8669.9
orf19.1665	orf19.1665	MNT1	MNT1		367143	274714	292353	151208	167579	158654
orf19.1666	orf19.1666	orf19.1666	orf19.1666		34056.2	56403.5	39333.1	55321.1	49311.8	57438.5
orf19.1667	orf19.1667	orf19.1667	orf19.1667		1612.3	1007.18	1426.3	1419.83	1950.19	2200.03
orf19.1668	orf19.1668	orf19.1668	orf19.1668		3235.76	2745.68	1751.38	4618.74	2420.57	3894.91
orf19.1669	orf19.1669	AFG3	AFG3		41082.9	41282.9	38694	41368.1	50005.3	45780.4
orf19.1670	orf19.1670	BRO1	BRO1		25003.4	22560.7	26355.8	31901.9	43692.8	45014.7
orf19.1671	orf19.1671	UTR2	UTR2		232666	236828	205596	254979	235981	219584
orf19.1672	orf19.1672	orf19.1672	orf19.1672		113409	93994	106974	68917	108188	110269
orf19.1673	orf19.1673	PPT1	PPT1		23848.9	23416.7	25201.5	24021	24533.9	26326.6
orf19.1674	orf19.1674	CDC53	CDC53		54274.9	41077.2	45743.9	51857.2	75589.9	96455.6
orf19.1675	orf19.1675	orf19.1675	orf19.1675		30280.6	30738.9	18876.3	26781.5	28975.4	40153.7
orf19.1676	orf19.1676	orf19.1676	orf19.1676		9840.83	9233.33	9581.54	13203.9	7223.18	10512.1
orf19.168	orf19.168	orf19.168	orf19.168		15160.7	12182.8	13967.1	15986.2	13299.3	13598.1
orf19.1680	orf19.1680	TFP1	TFP1		561921	570851	567781	779636	693127	659302
orf19.1681	orf19.1681	orf19.1681	orf19.1681		1812.5	1579.7	2460.1	2022.88	2010.36	2388.59
orf19.1682	orf19.1682	orf19.1682	orf19.1682		242821	239894	243793	130089	113283	113974
orf19.1683	orf19.1683	PPH21	PPH21		40751.6	37534.9	36019.9	29396.7	26839.8	31752.6
orf19.1684	orf19.1684	orf19.1684	orf19.1684		3128.24	2515.99	2657.74	2218.77	3213.76	2937.37
orf19.1685	orf19.1685	ZCF7	ZCF7		3225.93	3662.97	4575.83	2485.59	3661.44	4722.82
orf19.1686	orf19.1686	orf19.1686	orf19.1686		11205.4	10042.9	9337.74	10976.8	19929.7	22319.5
orf19.1687	orf19.1687	orf19.1687	orf19.1687		41714.2	30862.9	32928	18767.3	28220.4	34685.2
orf19.169	orf19.169	CHO2	CHO2		20428.5	15168.8	15465.2	10898.7	12545.9	14101
orf19.1690	orf19.1690	TOS1	TOS1		38651	43145.1	38056.2	24112.4	16831.6	19269.6
orf19.1693	orf19.1693	CAS4	CAS4		6054.66	5734.19	6492.99	8799.68	11128.9	14057.5
orf19.1697	orf19.1697	orf19.1697	orf19.1697		179020	150346	171022	128062	131007	114407
orf19.1698	orf19.1698	orf19.1698	orf19.1698		7277.84	6667.43	6464.07	10100.7	12214.6	10114.6
orf19.1699	orf19.1699	BZZ1	BZZ1		49978.1	62260.6	42405.9	73223.5	69556.2	80863.6
orf19.17	orf19.17	SCP1	SCP1		7378.81	8875.66	6349.84	9258.5	9972.2	10433
orf19.1700	orf19.1700	RPS7A	RPS7A		2.57126e+06	1.80254e+06	1.83811e+06	902640	813111	926124
orf19.1701	orf19.1701	RKI1	RKI1		108974	112370	101815	74063.9	75539.5	70345.7
orf19.1702	orf19.1702	ARF3	ARF3		67475.4	51127.4	45554.4	50558.4	47075.7	56746.1
orf19.1704	orf19.1704	FOX3	FOX3		67753.3	71634.8	74342.8	244764	238272	222872
orf19.1706	orf19.1706	MET18	MET18		96205.1	89748.1	94402.5	47643.5	62330.7	68298.1
orf19.1707	orf19.1707	orf19.1707	orf19.1707		61497.4	44643.6	60810.8	29276.5	28090.5	40226.1
orf19.1708	orf19.1708	orf19.1708	orf19.1708		36461.7	40377	44883.2	35335	30234.9	35388.4
orf19.1709	orf19.1709	orf19.1709	orf19.1709		159108	148976	143935	118890	135396	124842
orf19.171	orf19.171	DBP2	DBP2		91763.3	74825.2	67976.3	58376.1	67942.4	70796.2
orf19.1710	orf19.1710	ALI1	ALI1		357219	368641	381234	186910	156614	148761
orf19.1711	orf19.1711	END3	END3		108322	102550	101382	171970	182373	157615
orf19.1712	orf19.1712	GEA2	GEA2		46517.3	38975.7	40768.5	29844.4	41801.6	43512.4
orf19.1715	orf19.1715	IRO1	IRO1		4578.19	4798.93	4991.05	3781.23	6527.72	6579.84
orf19.1716	orf19.1716	URA3	URA3		50200.6	54863.9	50432.5	58554.6	50849.4	53569.8
orf19.1718	orf19.1718	ZCF8	ZCF8		10544.1	7603.36	11628.2	10856.5	13364.9	14692.1
orf19.1719	orf19.1719	SGA1	SGA1		6348.9	7663.89	8801.08	3643.2	4542.18	2587.6
orf19.172	orf19.172	RPC19	RPC19		5298.49	12425.3	11213.4	6670.79	5218.96	3392.25
orf19.1720	orf19.1720	orf19.1720	orf19.1720		12092.6	10333.2	12736.5	9817.3	13214.9	16170.9
orf19.1721	orf19.1721	NCE103	NCE103		65292.6	66335.3	73514.7	21607.8	14439.5	17207.9
orf19.1723	orf19.1723	orf19.1723	orf19.1723		13306.7	12742.5	14872.1	14548.5	13434.4	12096.2
orf19.1727	orf19.1727	PMC1	PMC1		7287.76	6374.41	8177.92	2600.26	3272.55	4436.77
orf19.173	orf19.173	orf19.173	orf19.173		12918.8	13631.7	13452.9	19287.3	17459.6	18218
orf19.1730	orf19.1730	orf19.1730	orf19.1730		42345.8	38524.4	45033.2	114805	106400	86543.5
orf19.1734	orf19.1734	orf19.1734	orf19.1734		29403.3	23499.9	24125.4	40710.6	49665.9	63039.8
orf19.1735	orf19.1735	orf19.1735	orf19.1735		3168.92	2880.77	1130.81	7345.25	4860.37	2806.24
orf19.1738	orf19.1738	UGP1	UGP1		573408	479188	544185	430400	519869	599524
orf19.1738.1	orf19.1738.1	orf19.1738.1	orf19.1738.1		138939	62133.6	59545.1	106696	100514	95226.7
orf19.1742	orf19.1742	HEM3	HEM3		74461.6	80815.1	72157	119490	101488	90448.1
orf19.1743	orf19.1743	ACS1	ACS1		173669	144819	150470	104944	125492	132811
orf19.1744	orf19.1744	HEM4	HEM4		27363.6	30943.9	32271.8	34369.9	29209.6	26509.8
orf19.1747	orf19.1747	KIP2	KIP2		5620	6081.91	5464.85	9298.96	11058.9	11311.7
orf19.175	orf19.175	orf19.175	orf19.175		8062.93	11316	10858.2	33443.9	32347.2	32550.2
orf19.1750	orf19.1750	SLR1	SLR1		445775	293534	192208	184540	219450	237083
orf19.1751	orf19.1751	SPT23	SPT23		16648	16517.7	22298.1	46052.1	46902.5	42092.5
orf19.1753	orf19.1753	PUS7	PUS7		20869.3	24236.7	24537.2	14702.5	20348.5	25070.1
orf19.1754	orf19.1754	CMK2	CMK2		100644	92799.5	96486.2	171662	145618	149378
orf19.1755	orf19.1755	SET2	SET2		57343.1	44051.5	46907.7	55244	52732.9	69665.1
orf19.1756	orf19.1756	GPD1	GPD1		49699.4	47565	43758.6	18127.3	23076.8	20916.5
orf19.1757	orf19.1757	orf19.1757	orf19.1757		773.206	1007.72	1691.39	4463.4	4336.42	4491.03
orf19.1759	orf19.1759	PHO23	PHO23		30044.1	31768.6	12562.5	25565	31984.1	31040.7
orf19.1760	orf19.1760	RAS1	RAS1		498040	437542	455984	450707	359845	369454
orf19.1761	orf19.1761	orf19.1761	orf19.1761		33535.5	28435.3	27640.1	25282	28681.8	31541.3
